Company,Date,Year,Quarter,Revenue,Net_Income,Total_Assets,Total_Equity,Current_Assets,Current_Liabilities,Total_Debt,Gross_Profit,ROE,ROA,Current_Ratio,Debt_Ratio,Gross_Margin,Net_Margin,Close,Revenue_Change,Revenue_Pct_Change,Revenue_MA3,Revenue_MA12,Net_Income_Change,Net_Income_Pct_Change,Net_Income_MA3,Net_Income_MA12,Total_Assets_Change,Total_Assets_Pct_Change,Total_Assets_MA3,Total_Assets_MA12,Total_Equity_Change,Total_Equity_Pct_Change,Total_Equity_MA3,Total_Equity_MA12,Current_Assets_Change,Current_Assets_Pct_Change,Current_Assets_MA3,Current_Assets_MA12,Current_Liabilities_Change,Current_Liabilities_Pct_Change,Current_Liabilities_MA3,Current_Liabilities_MA12,Total_Debt_Change,Total_Debt_Pct_Change,Total_Debt_MA3,Total_Debt_MA12,Gross_Profit_Change,Gross_Profit_Pct_Change,Gross_Profit_MA3,Gross_Profit_MA12,ROE_Change,ROE_Pct_Change,ROE_MA3,ROE_MA12,ROA_Change,ROA_Pct_Change,ROA_MA3,ROA_MA12,Current_Ratio_Change,Current_Ratio_Pct_Change,Current_Ratio_MA3,Current_Ratio_MA12,Debt_Ratio_Change,Debt_Ratio_Pct_Change,Debt_Ratio_MA3,Debt_Ratio_MA12,Gross_Margin_Change,Gross_Margin_Pct_Change,Gross_Margin_MA3,Gross_Margin_MA12,Net_Margin_Change,Net_Margin_Pct_Change,Net_Margin_MA3,Net_Margin_MA12,Close_Change,Close_Pct_Change,Close_MA3,Close_MA12
AAPL,2020-01-01,2020,1,64338.91954504503,8807.174673862639,122567.75441554168,73675.8524426568,51217.880306343824,39702.80935136035,71941.34259377296,29056.906588289417,0.1195395015037989,0.0718555603458611,1.2900316411636732,0.5869516247305151,0.4516225450125264,0.136887201963293,222.2929871188696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2020-01-01,2020,1,58030.1913303187,9425.874823157234,110291.3536095486,37172.245467394976,47408.76437600285,24945.70341918281,57785.59946942327,24178.05392211942,0.2535729199201857,0.085463406828123,1.9004781536665885,0.5239358986742947,0.4166461176130441,0.1624305315400976,368.7946916799084,-6308.728214726325,-0.0980546185627107,,,618.7001492945947,0.07024956041018848,,,-12276.400805993078,-0.1001601184955414,,,-36503.60697526183,-0.4954622955149819,,,-3809.115930340973,-0.07437082338351242,,,-14757.105932177543,-0.3716892122565104,,,-14155.74312434969,-0.19676784744318865,,,-4878.852666169998,-0.1679068159353303,,,0.13403341841638683,1.1212479283438146,,,0.013607846482261904,0.18937777976768255,,,0.6104465125029153,0.47320274404452745,,,-0.06301572605622041,-0.10736102159211602,,,-0.03497642739948231,-0.07744615007763223,,,0.025543329576804608,0.1866012980793792,,,146.5017045610388,0.6590478020015,,
META,2020-01-01,2020,1,91790.7672265342,11353.729075473886,253485.10742216188,172499.6576863193,119149.18654925792,50887.93717123452,81601.1180310668,52201.25997350049,0.0658188498908211,0.0447905172455162,2.341403349645101,0.3219168134211758,0.5686983729493279,0.1236914062114063,142.42251178459955,33760.575896215494,0.5817760569501482,71386.62603396598,,1927.8542523166525,0.20452788610987627,9862.259524164585,,143193.75381261326,1.2983225713191002,162114.7384824174,,135327.41221892432,3.6405498381211467,94449.25186545703,,71740.42217325506,1.5132312161581734,72591.94374386819,,25942.233752051707,1.0399479748525584,38512.14998059256,,23815.518561643526,0.41213587434089516,70442.68669808768,,28023.206051381072,1.159034806591439,35145.406827969775,,-0.18775407002936462,-0.7404342312596386,0.1463104237716019,,-0.04067288958260681,-0.47590999577637694,0.06736982813983343,,0.44092519597851254,0.23200750565211004,1.8439710481584541,,-0.2020190852531189,-0.38557977371713614,0.47760144560866186,,0.1520522553362838,0.36494341098721295,0.4789890118582995,,-0.038739125328691296,-0.23849657426706228,0.14100304657159896,,-226.37217989530885,-0.6138162641771056,244.50339686112588,
MSFT,2020-01-01,2020,1,70233.06733625373,7224.8835994022575,101689.0320119802,48069.64537907215,48913.354387850006,29555.16836709381,54307.14702535198,41535.88673466772,0.1503003307477637,0.0710487990342073,1.6549847992850295,0.5340511749482868,0.5914007220531465,0.1028701133728333,237.3158127505417,-21557.699890280463,-0.23485695284665542,73351.34196436887,,-4128.845476071629,-0.36365545175731595,9334.829166011126,,-151796.07541018166,-0.5988362667688237,155155.1643478969,,-124430.01230724715,-0.7213348361161154,85913.8495109288,,-70235.83216140792,-0.5894780669137968,71823.76843770359,,-21332.768804140705,-0.41921072045733276,35129.602985837046,,-27293.97100571482,-0.33448035595938264,64564.62150861402,,-10665.37323883277,-0.20431256341795112,39305.06687676255,,0.0844814808569426,1.2835453824714147,0.15656403351959017,,0.0262582817886911,0.5862464513360741,0.0671009077026155,,-0.6864185503600715,-0.29316544305111536,1.9656221008655728,,0.21213436152711102,0.658972606222862,0.4599679623479191,,0.02270234910381863,0.03991984184178676,0.5255817375385062,,-0.020821292838572994,-0.1683325743987939,0.12966401704144573,,94.89330096594216,0.6662802093355804,249.51100540501656,
NVDA,2020-01-01,2020,1,64603.37242509471,7953.527482941704,103835.0784063322,37747.81905348386,50582.7914398158,39122.167236793655,28978.61418990633,34830.37212882802,0.2107016427008025,0.0765976932363607,1.29294451234398,0.2790830867051102,0.5391417014523907,0.1231131933888363,276.44067383359203,-5629.694911159022,-0.08015732652264529,75542.40232929421,,728.6438835394465,0.10085198931090456,8844.046719272616,,2146.046394352001,0.021104010451187705,153003.07261349141,,-10321.826325588292,-0.2147264920344525,86105.70737295844,,1669.4370519657969,0.03413049611621988,72881.77745897458,,9566.998869699844,0.3236996910615324,39855.09092504066,,-25328.53283544565,-0.4663940976980735,54962.293082108365,,-6705.5146058397,-0.16143906229027194,42855.83961233208,,0.0604013119530388,0.40187078533050746,0.14227360777979578,,0.005548894202153404,0.07809976069379898,0.06414566983869473,,-0.3620402869410495,-0.21875746961389286,1.7631108870913703,,-0.2549680882431766,-0.47742257709266467,0.37835035835819086,,-0.05225902060075582,-0.0883648238022603,0.5664135988182885,,0.020243080016003,0.19678290761317419,0.11655823765769197,,39.12486108305032,0.16486411347640395,218.72633278957778,
GOOGL,2020-01-01,2020,1,22448.96015050433,3316.7137007777465,55189.4795914099,19065.006526791345,26630.64432864759,21858.19646285147,17015.143017410017,12479.331608900107,0.1739686632740928,0.0600968468145147,1.2183367632323652,0.3083041033070074,0.5558979803623444,0.1477446473485425,271.45289281085974,-42154.41227459039,-0.6525110174931952,52428.46663728426,,-4636.8137821639575,-0.5829883397157734,6165.041594373903,,-48645.598814922305,-0.46848906517468125,86904.53000324077,,-18682.812526692513,-0.4949375353373753,34960.82365311578,,-23952.14711116821,-0.47352363183963164,42042.2633854378,,-17263.970773942186,-0.4412835993836699,30178.51068891298,,-11963.471172496313,-0.4128379326249273,33433.63474422278,,-22351.040519927912,-0.6417112179352413,29615.196824131952,,-0.036732979426709694,-0.17433646437617356,0.17832354557421967,,-0.016500846421846002,-0.21542223694555196,0.06924777969502756,,-0.07460774911161483,-0.057703751707301354,1.3887553582871248,,0.029221016601897243,0.10470364559488088,0.37381278832013476,,0.01675627890995368,0.03107954525649581,0.5621468012892938,,0.0246314539597062,0.20007160306459681,0.12457598470340404,,-4.9877810227322925,-0.01804286233846608,261.73645979833117,
NFLX,2020-01-01,2020,1,66141.69392486829,11304.92009333987,138002.69872283825,69012.81676397017,53150.87146657259,48376.74575247194,78304.15522868346,31100.96350411417,0.163808994088789,0.0819181088338311,1.098686375857696,0.5674103184456407,0.470217220917299,0.1709197243448491,320.29215672083643,43692.733774363965,1.9463143718655664,51064.675500155776,,7988.206392562123,2.4084702851165427,7525.053759019774,,82813.21913142834,1.5005254578323295,99009.08557352678,,49947.810237178826,2.6198685097216736,41941.88078141512,,26520.227137925,0.995853754443192,43454.76907834533,,26518.549289620474,1.213208479239785,36452.36981737235,,61289.012211273446,3.6020274498170295,41432.637478666606,,18621.631895214065,1.4921978579312167,26136.8890806141,,-0.01015966918530381,-0.058399420873269325,0.18282643335456142,,0.021821262019316404,0.36310161307907585,0.07287088296156884,,-0.11965038737466926,-0.09820797581222551,1.2033225504780136,,0.2591062151386333,0.8404241538122406,0.38493250281925273,,-0.08568075944504538,-0.1541303664913427,0.521752300910678,,0.02317507699630658,0.15685899565372785,0.14725918836074264,,48.839263909976694,0.17991800862482044,289.3952411217627,
TSLA,2020-01-01,2020,1,28211.70963599613,4623.470379734188,74988.74873465422,46354.56826689726,36721.21456162331,15867.462324542035,40696.38397787039,16512.79220630084,0.0997414182160747,0.0616555210981612,2.314246210928574,0.5426998671743879,0.5853169630397619,0.1638847995881458,209.84664085840328,-37929.98428887216,-0.5734655712319314,38934.12123712291,,-6681.449713605682,-0.5910214011633714,6415.034724617268,,-63013.94998818403,-0.4566138964770532,89393.64234963413,,-22658.248497072913,-0.32831942760090627,44810.797185886266,,-16429.656904949283,-0.3091135940317018,38834.24345228117,,-32509.283427929906,-0.672002279654554,28700.80151328848,,-37607.77125081307,-0.48027810453968134,45338.56074132129,,-14588.17129781333,-0.469058500257831,20031.029106438375,,-0.06406757587271429,-0.39111146630927907,0.14583969185965215,,-0.020262587735669906,-0.24735175194012438,0.06789015891550233,,1.215559835070878,1.106375633466779,1.5437564500062118,,-0.02471045127125282,-0.04354952750761465,0.47280476297567864,,0.11509974212246288,0.2447799378719615,0.5371440547731351,,-0.007034924756703281,-0.04115923298887114,0.16084972376051246,,-110.44551586243315,-0.34482741317545407,267.1972301300332,
AAPL,2020-03-31,2020,1,66884.5097180292,10872.59787948788,128688.6863244745,70549.16491722857,56233.45317219275,28728.559370103096,70444.42909225082,33206.17445485829,0.1541137714704929,0.0844875970842829,1.9574059543937008,0.5474018820476019,0.4964703276565593,0.162557786927413,288.97221177871256,38672.80008203308,1.3708066820838587,53745.971092964544,,6249.127499753691,1.351609718782921,8933.662784187312,,53699.937589820285,0.7161065959352935,113893.37792732233,,24194.59665033131,0.5219463270809743,61972.183316031995,,19512.23861056944,0.531361471658983,48701.84640012955,,12861.09704556106,0.8105326978258482,30990.92248237236,,29748.04511438043,0.7309751434072527,63148.322766268226,,16693.382248557446,1.010936372237985,26939.97672175776,,0.05437235325441821,0.5451331475619159,0.13922139459178554,,0.0228320759861217,0.37031681152724283,0.07602040900542506,,-0.35684025653487317,-0.15419286627747952,1.79011284705999,,0.004702014873213978,0.008664116499042862,0.5525040225558767,,-0.08884663538320259,-0.15179234670013664,0.51733483720454,,-0.001327012660732818,-0.008097228443807447,0.16578743695346929,,79.12557092030929,0.3770637957159404,273.03700311931743,
META,2020-03-31,2020,1,84350.64743446445,7222.073500129278,259325.5344443289,164739.57035759746,117939.89761093551,66555.99700700659,147348.86190203825,42428.12626683644,0.0438393367449753,0.0278494499803284,1.7720401303359572,0.5682003595124976,0.5029970433813282,0.0856196569888857,134.86418764940066,17466.137716435245,0.2611387567923986,59815.62226282994,,-3650.5243793586014,-0.33575456572762974,7572.713919783782,,130636.84811985439,1.0151385630782475,154334.3231678192,,94190.4054403689,1.3351030526141208,93881.10118057443,,61706.444438742765,1.0973262525740886,70298.18844825053,,37827.437636903494,1.3167189189538449,37050.67290055057,,76904.43280978742,1.0917035427894075,86163.22499071983,,9221.951811978157,0.2777179835790726,30715.697642665193,,-0.1102744347255176,-0.7155391349736132,0.0992315088105143,,-0.0566381471039545,-0.6703723275199029,0.057997522720924156,,-0.1853658240577436,-0.09469973443253366,2.014564098552744,,0.020798477464895715,0.03799489579227844,0.5527673695781624,,0.006526715724768928,0.013146235255541594,0.5282614446925498,,-0.07693812993852729,-0.47329710494202604,0.13735408116814815,,-154.1080241293119,-0.5332970363507611,211.22768009550552,
