Date,Company,Open,High,Low,Close,Volume,Open_Change,Open_Pct_Change,Open_MA3,Open_MA12,High_Change,High_Pct_Change,High_MA3,High_MA12,Low_Change,Low_Pct_Change,Low_MA3,Low_MA12,Close_Change,Close_Pct_Change,Close_MA3,Close_MA12,Volume_Change,Volume_Pct_Change,Volume_MA3,Volume_MA12
2023-01-01,AAPL,246.85197447730624,248.24224626299147,240.69329420743856,245.79412632023755,2825070.864130509,,,,,,,,,,,,,,,,,,,,
2023-01-01,MSFT,123.21857580865176,124.60408713769743,122.41716048068233,122.8369039426676,6019811.73508784,-123.63339866865448,-0.5008402259307041,,,-123.63815912529404,-0.49805446488874405,,,-118.27613372675623,-0.4913977105852455,,,-122.95722237756995,-0.5002447544957718,,,3194740.870957331,1.1308533571743156,,
2023-01-01,AMZN,139.6628940091617,141.64741217205022,139.26330653178758,140.41772300856135,9968504.83835325,16.44431820050994,0.13345648651260666,169.91114809837325,,17.04332503435279,0.13677982340594141,171.49791519091306,,16.84614605110525,0.1376126188922966,167.45792040663616,,17.58081906589375,0.14312326753285265,169.6829177571555,,3948693.1032654103,0.6559496005912537,6271129.1458572,
2023-01-01,GOOGL,109.56915397469574,110.67935205626496,108.7806386641468,109.01559594512128,4097596.7735559614,-30.093740034465966,-0.2154741260945936,124.1502079308364,,-30.968060115785264,-0.2186277859998621,125.64361712200422,,-30.48266786764077,-0.21888513655736686,123.48703522553892,,-31.402127063440076,-0.22363364389212803,124.0900742987834,,-5870908.064797289,-0.5889457004835175,6695304.4489990175,
2023-01-02,AAPL,243.2513773345817,242.9234597526388,239.98862890679672,240.01200633252668,6688156.019501539,133.68222335988594,1.2200716945460668,164.16114177281304,,132.24410769637382,1.1948399158421728,165.08340799365132,,131.2079902426499,1.206170434867055,162.67752470091037,,130.9964103874054,1.2016299984577374,163.14844176206978,,2590559.2459455775,0.63221429269563,6918085.877136917,
2023-01-02,MSFT,125.23453421248186,127.07315226961384,125.28280819531912,125.35680824899433,8719166.153063133,-118.01684312209983,-0.48516413109461165,159.3516885072531,,-115.85030748302495,-0.47690045087037547,160.22532135950587,,-114.7058207114776,-0.47796356533219486,158.0173585887542,,-114.65519808353235,-0.4777060941054855,158.1281368422141,,2031010.1335615944,0.3036726606914537,6501639.648706879,
2023-01-02,GOOGL,110.35532027025153,110.79015754299292,108.61372522082704,109.92305858767928,4432431.6910738405,-14.879213942230336,-0.11881078997734917,159.613743939105,,-16.282994726620927,-0.12813874871123798,160.26225652174853,,-16.669082974492085,-0.1330516390445572,157.96172077431427,,-15.433749661315048,-0.12311855954930839,158.43062438973342,,-4286734.461989293,-0.49164500214086626,6613251.287879504,
2023-01-02,AMZN,139.4448706007153,140.9504366865143,137.99546279688042,139.3146246727841,4163740.626112449,29.089550330463766,0.26359898425581774,125.01157502781622,,30.160279143521393,0.272228867729676,126.27124883304036,,29.381737576053382,0.2705158810851591,123.96399873767552,,29.391566085104827,0.26738308106356845,124.86483050315258,,-268691.0649613915,-0.06061933577058598,5771779.49008314,
2023-01-03,MSFT,124.49567571100874,126.2097318890887,122.81107597455876,123.67836588038448,2111599.25879045,-14.949194889706547,-0.10720505404972469,124.76528886065853,,-14.740704797425607,-0.10458076714022657,125.98344203953197,,-15.184386822321656,-0.11003540634283027,123.14008799742207,,-15.63625879239963,-0.11223702342180775,124.30534971361595,,-2052141.3673219988,-0.4928600389880715,3569257.191992247,
2023-01-03,AAPL,238.80809303968945,239.4378216982889,234.27090892417309,237.83873455446573,9121431.376656247,114.31241732868071,0.9182039189379847,167.5828797838045,,113.2280898092002,0.8971423052281216,168.86599675796396,,111.45983294961432,0.9075715041589902,165.02581589853742,,114.16036867408125,0.9230423434320878,166.9439083692114,,7009832.117865797,3.319679190397668,5132257.087186382,
